States,$,<=,<>,integer,do,while,character,else,function,ic,id,if,==,%,&,(,),*,real,then,+,",",-,/,rc,:,;,<,begin,>,>=,bc,:=,string,bor,sc,array,and,of,end,[,],^,cc,or,procedure,boolean,lc,return,~,BULK_ASSIGNMENT,PP,FUNCTION_CALL,ID_LOOP,F,VAR_DCL,LOOP,FP,O,FUNC_DEF,P,Q,STMT_ID,R,SIMPLE_VAR,S,T,EXPR,V,W,ASSIGNMENT,WP,MAIN,ID,TYPE,SP,ARRAY_DIM,OP,BLOCK,CONSTANT,EP,STMT,CONDITIONAL,STMT_LOOP,IC_LOOP,PROC_DEF,ARG,EXPR_LOOP,VP,ARRAY_VAR,TP,RP
81,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,PUSH_GOTO S37 NoSem,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,GOTO S82 @end_else,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
82,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,REDUCE CONDITIONAL,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
83,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,SHIFT S84 NoSem,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
84,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,SHIFT S85 @push,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
85,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,PUSH_GOTO S248 NoSem,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,PUSH_GOTO S248 NoSem,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,GOTO S86 NoSem,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
86,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,SHIFT S87 @def_dim,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
87,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,REDUCE ARRAY_DIM,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
88,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,SHIFT S89 NoSem,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
89,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,SHIFT S90 NoSem,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
90,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,PUSH_GOTO S101 NoSem,PUSH_GOTO S101 NoSem,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,PUSH_GOTO S101 NoSem,ERROR,PUSH_GOTO S101 NoSem,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,PUSH_GOTO S101 NoSem,ERROR,ERROR,ERROR,PUSH_GOTO S101 NoSem,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,PUSH_GOTO S101 NoSem,ERROR,ERROR,ERROR,PUSH_GOTO S101 NoSem,ERROR,PUSH_GOTO S101 NoSem,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,GOTO S91 NoSem,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
91,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,PUSH_GOTO S244 NoSem,ERROR,ERROR,ERROR,ERROR,PUSH_GOTO S244 NoSem,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,PUSH_GOTO S244 NoSem,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,GOTO S92 NoSem,ERROR,ERROR,ERROR,ERROR
92,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,SHIFT S93 @assign_bulk,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
93,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,REDUCE BULK_ASSIGNMENT,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
94,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,SHIFT S95 @push,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,SHIFT S96 @push,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,SHIFT S99 @push,ERROR,ERROR,ERROR,SHIFT S98 @push,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,SHIFT S97 @push,ERROR,ERROR,ERROR,SHIFT S100 @push,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
95,REDUCE CONSTANT,REDUCE CONSTANT,REDUCE CONSTANT,ERROR,ERROR,ERROR,ERROR,ERROR,REDUCE CONSTANT,ERROR,REDUCE CONSTANT,ERROR,REDUCE CONSTANT,REDUCE CONSTANT,REDUCE CONSTANT,ERROR,REDUCE CONSTANT,REDUCE CONSTANT,ERROR,ERROR,REDUCE CONSTANT,REDUCE CONSTANT,REDUCE CONSTANT,REDUCE CONSTANT,ERROR,ERROR,REDUCE CONSTANT,REDUCE CONSTANT,ERROR,REDUCE CONSTANT,REDUCE CONSTANT,ERROR,ERROR,ERROR,REDUCE CONSTANT,ERROR,ERROR,REDUCE CONSTANT,ERROR,ERROR,ERROR,REDUCE CONSTANT,REDUCE CONSTANT,ERROR,REDUCE CONSTANT,REDUCE CONSTANT,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
96,REDUCE CONSTANT,REDUCE CONSTANT,REDUCE CONSTANT,ERROR,ERROR,ERROR,ERROR,ERROR,REDUCE CONSTANT,ERROR,REDUCE CONSTANT,ERROR,REDUCE CONSTANT,REDUCE CONSTANT,REDUCE CONSTANT,ERROR,REDUCE CONSTANT,REDUCE CONSTANT,ERROR,ERROR,REDUCE CONSTANT,REDUCE CONSTANT,REDUCE CONSTANT,REDUCE CONSTANT,ERROR,ERROR,REDUCE CONSTANT,REDUCE CONSTANT,ERROR,REDUCE CONSTANT,REDUCE CONSTANT,ERROR,ERROR,ERROR,REDUCE CONSTANT,ERROR,ERROR,REDUCE CONSTANT,ERROR,ERROR,ERROR,REDUCE CONSTANT,REDUCE CONSTANT,ERROR,REDUCE CONSTANT,REDUCE CONSTANT,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
97,REDUCE CONSTANT,REDUCE CONSTANT,REDUCE CONSTANT,ERROR,ERROR,ERROR,ERROR,ERROR,REDUCE CONSTANT,ERROR,REDUCE CONSTANT,ERROR,REDUCE CONSTANT,REDUCE CONSTANT,REDUCE CONSTANT,ERROR,REDUCE CONSTANT,REDUCE CONSTANT,ERROR,ERROR,REDUCE CONSTANT,REDUCE CONSTANT,REDUCE CONSTANT,REDUCE CONSTANT,ERROR,ERROR,REDUCE CONSTANT,REDUCE CONSTANT,ERROR,REDUCE CONSTANT,REDUCE CONSTANT,ERROR,ERROR,ERROR,REDUCE CONSTANT,ERROR,ERROR,REDUCE CONSTANT,ERROR,ERROR,ERROR,REDUCE CONSTANT,REDUCE CONSTANT,ERROR,REDUCE CONSTANT,REDUCE CONSTANT,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
98,REDUCE CONSTANT,REDUCE CONSTANT,REDUCE CONSTANT,ERROR,ERROR,ERROR,ERROR,ERROR,REDUCE CONSTANT,ERROR,REDUCE CONSTANT,ERROR,REDUCE CONSTANT,REDUCE CONSTANT,REDUCE CONSTANT,ERROR,REDUCE CONSTANT,REDUCE CONSTANT,ERROR,ERROR,REDUCE CONSTANT,REDUCE CONSTANT,REDUCE CONSTANT,REDUCE CONSTANT,ERROR,ERROR,REDUCE CONSTANT,REDUCE CONSTANT,ERROR,REDUCE CONSTANT,REDUCE CONSTANT,ERROR,ERROR,ERROR,REDUCE CONSTANT,ERROR,ERROR,REDUCE CONSTANT,ERROR,ERROR,ERROR,REDUCE CONSTANT,REDUCE CONSTANT,ERROR,REDUCE CONSTANT,REDUCE CONSTANT,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
99,REDUCE CONSTANT,REDUCE CONSTANT,REDUCE CONSTANT,ERROR,ERROR,ERROR,ERROR,ERROR,REDUCE CONSTANT,ERROR,REDUCE CONSTANT,ERROR,REDUCE CONSTANT,REDUCE CONSTANT,REDUCE CONSTANT,ERROR,REDUCE CONSTANT,REDUCE CONSTANT,ERROR,ERROR,REDUCE CONSTANT,REDUCE CONSTANT,REDUCE CONSTANT,REDUCE CONSTANT,ERROR,ERROR,REDUCE CONSTANT,REDUCE CONSTANT,ERROR,REDUCE CONSTANT,REDUCE CONSTANT,ERROR,ERROR,ERROR,REDUCE CONSTANT,ERROR,ERROR,REDUCE CONSTANT,ERROR,ERROR,ERROR,REDUCE CONSTANT,REDUCE CONSTANT,ERROR,REDUCE CONSTANT,REDUCE CONSTANT,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
100,REDUCE CONSTANT,REDUCE CONSTANT,REDUCE CONSTANT,ERROR,ERROR,ERROR,ERROR,ERROR,REDUCE CONSTANT,ERROR,REDUCE CONSTANT,ERROR,REDUCE CONSTANT,REDUCE CONSTANT,REDUCE CONSTANT,ERROR,REDUCE CONSTANT,REDUCE CONSTANT,ERROR,ERROR,REDUCE CONSTANT,REDUCE CONSTANT,REDUCE CONSTANT,REDUCE CONSTANT,ERROR,ERROR,REDUCE CONSTANT,REDUCE CONSTANT,ERROR,REDUCE CONSTANT,REDUCE CONSTANT,ERROR,ERROR,ERROR,REDUCE CONSTANT,ERROR,ERROR,REDUCE CONSTANT,ERROR,ERROR,ERROR,REDUCE CONSTANT,REDUCE CONSTANT,ERROR,REDUCE CONSTANT,REDUCE CONSTANT,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
101,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,PUSH_GOTO S108 NoSem,PUSH_GOTO S108 NoSem,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,PUSH_GOTO S108 NoSem,ERROR,PUSH_GOTO S108 NoSem,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,PUSH_GOTO S108 NoSem,ERROR,ERROR,ERROR,PUSH_GOTO S108 NoSem,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,PUSH_GOTO S108 NoSem,ERROR,ERROR,ERROR,PUSH_GOTO S108 NoSem,ERROR,PUSH_GOTO S108 NoSem,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,GOTO S102 NoSem,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
102,PUSH_GOTO S104 NoSem,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,PUSH_GOTO S104 NoSem,ERROR,PUSH_GOTO S104 NoSem,ERROR,ERROR,ERROR,ERROR,ERROR,PUSH_GOTO S104 NoSem,ERROR,ERROR,ERROR,ERROR,PUSH_GOTO S104 NoSem,ERROR,ERROR,ERROR,ERROR,PUSH_GOTO S104 NoSem,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,PUSH_GOTO S104 NoSem,ERROR,ERROR,PUSH_GOTO S104 NoSem,PUSH_GOTO S104 NoSem,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,GOTO S103 @or,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
103,REDUCE EXPR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,REDUCE EXPR,ERROR,REDUCE EXPR,ERROR,ERROR,ERROR,ERROR,ERROR,REDUCE EXPR,ERROR,ERROR,ERROR,ERROR,REDUCE EXPR,ERROR,ERROR,ERROR,ERROR,REDUCE EXPR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,REDUCE EXPR,ERROR,ERROR,ERROR,REDUCE EXPR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
104,REDUCE EP,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,REDUCE EP,ERROR,REDUCE EP,ERROR,ERROR,ERROR,ERROR,ERROR,REDUCE EP,ERROR,ERROR,ERROR,ERROR,REDUCE EP,ERROR,ERROR,ERROR,ERROR,REDUCE EP,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,REDUCE EP,ERROR,ERROR,SHIFT S105 @push,REDUCE EP,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
105,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,PUSH_GOTO S108 NoSem,PUSH_GOTO S108 NoSem,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,PUSH_GOTO S108 NoSem,ERROR,PUSH_GOTO S108 NoSem,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,PUSH_GOTO S108 NoSem,ERROR,ERROR,ERROR,PUSH_GOTO S108 NoSem,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,PUSH_GOTO S108 NoSem,ERROR,ERROR,ERROR,PUSH_GOTO S108 NoSem,ERROR,PUSH_GOTO S108 NoSem,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,GOTO S106 NoSem,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
